checkpoint_sentences,sentence_index,retrieval_mode,recall_step,expected_word,decoded_word,raw_event_count,raw_predicted_column_count,prediction_active_cell_count,advance_success,timed_overlap_of_selected_word,column_overlap_of_selected_word,number_of_ranked_candidates,top_5_candidates,stopped_reason,previous_active_cell_count,previous_winner_count,burst_cell_count
100,16,proximal-replay,1,Marsch,Marsch,36,36,36,,5,5,46,"[{""word"": ""Marsch"", ""timed_overlap"": 5, ""column_overlap"": 5}, {""word"": ""such"", ""timed_overlap"": 2, ""column_overlap"": 3}, {""word"": ""moment"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": ""Rogers"", ""timed_overlap"": 1, ""column_overlap"": 3}, {""word"": ""Sammy"", ""timed_overlap"": 1, ""column_overlap"": 3}]",completed,28,10,39
100,16,proximal-replay,2,",",",",59,59,59,,5,5,44,"[{""word"": "","", ""timed_overlap"": 5, ""column_overlap"": 5}, {""word"": ""leafy"", ""timed_overlap"": 2, ""column_overlap"": 4}, {""word"": ""already"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": ""Suddenly"", ""timed_overlap"": 1, ""column_overlap"": 4}, {""word"": ""our"", ""timed_overlap"": 1, ""column_overlap"": 3}]",completed,46,10,36
100,16,proximal-replay,3,but,when,94,94,94,,2,4,48,"[{""word"": ""when"", ""timed_overlap"": 2, ""column_overlap"": 4}, {""word"": ""it"", ""timed_overlap"": 2, ""column_overlap"": 3}, {""word"": ""and"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": ""well"", ""timed_overlap"": 1, ""column_overlap"": 3}, {""word"": ""we"", ""timed_overlap"": 1, ""column_overlap"": 3}]",completed,46,10,45
100,16,proximal-replay,4,no,they,60,60,60,,5,5,46,"[{""word"": ""they"", ""timed_overlap"": 5, ""column_overlap"": 5}, {""word"": ""thou"", ""timed_overlap"": 2, ""column_overlap"": 3}, {""word"": ""growled"", ""timed_overlap"": 1, ""column_overlap"": 3}, {""word"": ""axe"", ""timed_overlap"": 1, ""column_overlap"": 3}, {""word"": ""herring"", ""timed_overlap"": 1, ""column_overlap"": 3}]",completed,55,10,37
100,17,proximal-replay,1,Spirit,axe,90,90,90,,5,5,50,"[{""word"": ""axe"", ""timed_overlap"": 5, ""column_overlap"": 5}, {""word"": ""present"", ""timed_overlap"": 2, ""column_overlap"": 4}, {""word"": ""fellow"", ""timed_overlap"": 2, ""column_overlap"": 3}, {""word"": ""too"", ""timed_overlap"": 1, ""column_overlap"": 3}, {""word"": ""Now"", ""timed_overlap"": 1, ""column_overlap"": 3}]",completed,46,10,27
100,17,proximal-replay,2,on,and,36,36,36,,8,8,39,"[{""word"": ""and"", ""timed_overlap"": 8, ""column_overlap"": 8}, {""word"": ""I"", ""timed_overlap"": 2, ""column_overlap"": 4}, {""word"": ""too"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": ""Emmy"", ""timed_overlap"": 1, ""column_overlap"": 5}, {""word"": ""last"", ""timed_overlap"": 1, ""column_overlap"": 3}]",completed,37,10,18
100,17,proximal-replay,3,the,let,77,77,77,,3,4,55,"[{""word"": ""let"", ""timed_overlap"": 3, ""column_overlap"": 4}, {""word"": ""bear"", ""timed_overlap"": 2, ""column_overlap"": 3}, {""word"": ""I"", ""timed_overlap"": 2, ""column_overlap"": 3}, {""word"": ""and"", ""timed_overlap"": 2, ""column_overlap"": 3}, {""word"": ""close"", ""timed_overlap"": 2, ""column_overlap"": 3}]",completed,28,10,46
100,17,proximal-replay,4,moment,him,61,61,61,,5,6,43,"[{""word"": ""him"", ""timed_overlap"": 5, ""column_overlap"": 6}, {""word"": ""go"", ""timed_overlap"": 4, ""column_overlap"": 4}, {""word"": ""To"", ""timed_overlap"": 1, ""column_overlap"": 4}, {""word"": ""what"", ""timed_overlap"": 1, ""column_overlap"": 4}, {""word"": ""found"", ""timed_overlap"": 1, ""column_overlap"": 4}]",completed,55,10,36
100,18,proximal-replay,1,to,to,20,20,20,,8,8,53,"[{""word"": ""to"", ""timed_overlap"": 8, ""column_overlap"": 8}, {""word"": ""bear"", ""timed_overlap"": 3, ""column_overlap"": 4}, {""word"": ""Dear"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": ""If"", ""timed_overlap"": 1, ""column_overlap"": 3}, {""word"": ""should"", ""timed_overlap"": 1, ""column_overlap"": 3}]",completed,28,10,19
100,18,proximal-replay,2,get,be,66,66,66,,3,4,49,"[{""word"": ""be"", ""timed_overlap"": 3, ""column_overlap"": 4}, {""word"": ""get"", ""timed_overlap"": 3, ""column_overlap"": 3}, {""word"": ""Rogers"", ""timed_overlap"": 2, ""column_overlap"": 4}, {""word"": ""mount"", ""timed_overlap"": 2, ""column_overlap"": 3}, {""word"": ""bringing"", ""timed_overlap"": 1, ""column_overlap"": 4}]",completed,28,10,36
100,18,proximal-replay,3,in,up,50,50,50,,3,3,48,"[{""word"": ""up"", ""timed_overlap"": 3, ""column_overlap"": 3}, {""word"": ""sure"", ""timed_overlap"": 3, ""column_overlap"": 3}, {""word"": ""should"", ""timed_overlap"": 2, ""column_overlap"": 4}, {""word"": ""able"", ""timed_overlap"": 2, ""column_overlap"": 3}, {""word"": ""demons"", ""timed_overlap"": 2, ""column_overlap"": 3}]",completed,46,10,36
100,18,proximal-replay,4,there,awful,40,40,40,,5,5,33,"[{""word"": ""awful"", ""timed_overlap"": 5, ""column_overlap"": 5}, {""word"": ""some"", ""timed_overlap"": 3, ""column_overlap"": 4}, {""word"": ""close"", ""timed_overlap"": 2, ""column_overlap"": 3}, {""word"": ""she"", ""timed_overlap"": 1, ""column_overlap"": 4}, {""word"": ""can"", ""timed_overlap"": 1, ""column_overlap"": 3}]",completed,46,10,0
100,19,proximal-replay,1,it,it,66,66,66,,3,4,44,"[{""word"": ""it"", ""timed_overlap"": 3, ""column_overlap"": 4}, {""word"": ""tasted"", ""timed_overlap"": 3, ""column_overlap"": 3}, {""word"": ""bought"", ""timed_overlap"": 2, ""column_overlap"": 3}, {""word"": ""horses"", ""timed_overlap"": 1, ""column_overlap"": 4}, {""word"": ""visitors"", ""timed_overlap"": 1, ""column_overlap"": 4}]",completed,55,10,36
100,19,proximal-replay,2,",",",",68,68,68,,4,4,48,"[{""word"": "","", ""timed_overlap"": 4, ""column_overlap"": 4}, {""word"": ""in"", ""timed_overlap"": 2, ""column_overlap"": 3}, {""word"": ""our"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": ""was"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": ""heart"", ""timed_overlap"": 1, ""column_overlap"": 3}]",completed,46,10,27
100,19,proximal-replay,3,'',I,93,93,93,,2,3,57,"[{""word"": ""I"", ""timed_overlap"": 2, ""column_overlap"": 3}, {""word"": ""Pegasus"", ""timed_overlap"": 1, ""column_overlap"": 3}, {""word"": ""O"", ""timed_overlap"": 1, ""column_overlap"": 3}, {""word"": ""only"", ""timed_overlap"": 1, ""column_overlap"": 3}, {""word"": ""the"", ""timed_overlap"": 1, ""column_overlap"": 3}]",completed,37,10,54
100,19,proximal-replay,4,said,'ve,95,95,95,,3,3,47,"[{""word"": ""'ve"", ""timed_overlap"": 3, ""column_overlap"": 3}, {""word"": ""minister"", ""timed_overlap"": 2, ""column_overlap"": 4}, {""word"": ""ca"", ""timed_overlap"": 2, ""column_overlap"": 3}, {""word"": ""Miss"", ""timed_overlap"": 2, ""column_overlap"": 3}, {""word"": ""guess"", ""timed_overlap"": 2, ""column_overlap"": 2}]",completed,64,10,45
100,20,proximal-replay,1,harm,harm,57,57,57,,5,6,52,"[{""word"": ""harm"", ""timed_overlap"": 5, ""column_overlap"": 6}, {""word"": ""but"", ""timed_overlap"": 2, ""column_overlap"": 3}, {""word"": ""was"", ""timed_overlap"": 2, ""column_overlap"": 3}, {""word"": ""fell"", ""timed_overlap"": 2, ""column_overlap"": 3}, {""word"": "","", ""timed_overlap"": 2, ""column_overlap"": 2}]",completed,37,10,27
100,20,proximal-replay,2,",",an,53,53,53,,2,3,47,"[{""word"": ""an"", ""timed_overlap"": 2, ""column_overlap"": 3}, {""word"": ""'em"", ""timed_overlap"": 1, ""column_overlap"": 4}, {""word"": ""Yes"", ""timed_overlap"": 1, ""column_overlap"": 4}, {""word"": "","", ""timed_overlap"": 1, ""column_overlap"": 4}, {""word"": ""tracks"", ""timed_overlap"": 1, ""column_overlap"": 3}]",completed,37,10,76
100,20,proximal-replay,3,and,excuse,57,57,57,,6,6,50,"[{""word"": ""excuse"", ""timed_overlap"": 6, ""column_overlap"": 6}, {""word"": ""must"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": ""''"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": ""You"", ""timed_overlap"": 1, ""column_overlap"": 4}, {""word"": ""Johnny"", ""timed_overlap"": 1, ""column_overlap"": 3}]",completed,82,10,18
100,20,proximal-replay,4,he,to,44,44,44,,6,7,51,"[{""word"": ""to"", ""timed_overlap"": 6, ""column_overlap"": 7}, {""word"": ""bear"", ""timed_overlap"": 3, ""column_overlap"": 3}, {""word"": ""eggs"", ""timed_overlap"": 2, ""column_overlap"": 3}, {""word"": ""He"", ""timed_overlap"": 2, ""column_overlap"": 3}, {""word"": ""Dear"", ""timed_overlap"": 2, ""column_overlap"": 2}]",completed,28,10,29
100,21,proximal-replay,1,have,and,89,89,89,,3,5,46,"[{""word"": ""and"", ""timed_overlap"": 3, ""column_overlap"": 5}, {""word"": ""have"", ""timed_overlap"": 3, ""column_overlap"": 4}, {""word"": ""I"", ""timed_overlap"": 3, ""column_overlap"": 4}, {""word"": ""room"", ""timed_overlap"": 2, ""column_overlap"": 3}, {""word"": ""did"", ""timed_overlap"": 1, ""column_overlap"": 4}]",completed,28,10,54
100,21,proximal-replay,2,n't,Gilbert,96,96,96,,3,4,43,"[{""word"": ""Gilbert"", ""timed_overlap"": 3, ""column_overlap"": 4}, {""word"": ""easel"", ""timed_overlap"": 1, ""column_overlap"": 3}, {""word"": ""place"", ""timed_overlap"": 1, ""column_overlap"": 3}, {""word"": ""be"", ""timed_overlap"": 1, ""column_overlap"": 3}, {""word"": ""word"", ""timed_overlap"": 1, ""column_overlap"": 3}]",completed,64,10,54
100,21,proximal-replay,3,you,Gilbert,71,71,71,,2,3,47,"[{""word"": ""Gilbert"", ""timed_overlap"": 2, ""column_overlap"": 3}, {""word"": ""sustaining"", ""timed_overlap"": 2, ""column_overlap"": 3}, {""word"": ""'em"", ""timed_overlap"": 1, ""column_overlap"": 4}, {""word"": ""dear"", ""timed_overlap"": 1, ""column_overlap"": 3}, {""word"": ""course"", ""timed_overlap"": 1, ""column_overlap"": 3}]",completed,64,10,74
100,21,proximal-replay,4,?,such,73,73,73,,2,3,39,"[{""word"": ""such"", ""timed_overlap"": 2, ""column_overlap"": 3}, {""word"": ""Great"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": ""these"", ""timed_overlap"": 1, ""column_overlap"": 4}, {""word"": ""pardon"", ""timed_overlap"": 1, ""column_overlap"": 3}, {""word"": ""chance"", ""timed_overlap"": 1, ""column_overlap"": 3}]",completed,82,10,66
100,22,proximal-replay,1,take,pay,76,76,76,,3,3,48,"[{""word"": ""pay"", ""timed_overlap"": 3, ""column_overlap"": 3}, {""word"": ""see"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": ""go"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": ""been"", ""timed_overlap"": 1, ""column_overlap"": 4}, {""word"": ""remorsefully"", ""timed_overlap"": 1, ""column_overlap"": 3}]",completed,91,10,54
100,22,proximal-replay,2,place,for,69,69,69,,5,5,35,"[{""word"": ""for"", ""timed_overlap"": 5, ""column_overlap"": 5}, {""word"": ""dear"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": ""howled"", ""timed_overlap"": 1, ""column_overlap"": 4}, {""word"": ""So"", ""timed_overlap"": 1, ""column_overlap"": 4}, {""word"": ""When"", ""timed_overlap"": 1, ""column_overlap"": 4}]",completed,64,10,18
100,22,proximal-replay,3,this,the,60,60,60,,5,5,43,"[{""word"": ""the"", ""timed_overlap"": 5, ""column_overlap"": 5}, {""word"": ""world"", ""timed_overlap"": 2, ""column_overlap"": 3}, {""word"": ""twitch"", ""timed_overlap"": 1, ""column_overlap"": 3}, {""word"": ""tracks"", ""timed_overlap"": 1, ""column_overlap"": 3}, {""word"": ""back"", ""timed_overlap"": 1, ""column_overlap"": 3}]",completed,28,10,36
100,22,proximal-replay,4,evening,pink,91,91,91,,3,4,47,"[{""word"": ""pink"", ""timed_overlap"": 3, ""column_overlap"": 4}, {""word"": ""world"", ""timed_overlap"": 2, ""column_overlap"": 3}, {""word"": ""whitest"", ""timed_overlap"": 2, ""column_overlap"": 3}, {""word"": ""axe"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": ""sentence"", ""timed_overlap"": 1, ""column_overlap"": 3}]",completed,46,10,45
100,23,proximal-replay,1,look,look,17,17,17,,9,9,38,"[{""word"": ""look"", ""timed_overlap"": 9, ""column_overlap"": 9}, {""word"": ""evening"", ""timed_overlap"": 2, ""column_overlap"": 3}, {""word"": ""that"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": ""night"", ""timed_overlap"": 1, ""column_overlap"": 3}, {""word"": ""captain"", ""timed_overlap"": 1, ""column_overlap"": 3}]",completed,28,10,10
100,23,proximal-replay,2,at,at,18,18,18,,9,9,44,"[{""word"": ""at"", ""timed_overlap"": 9, ""column_overlap"": 9}, {""word"": ""very"", ""timed_overlap"": 2, ""column_overlap"": 3}, {""word"": ""when"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": ""go"", ""timed_overlap"": 1, ""column_overlap"": 5}, {""word"": ""had"", ""timed_overlap"": 1, ""column_overlap"": 3}]",completed,19,10,10
100,23,proximal-replay,3,the,the,30,30,30,,5,6,39,"[{""word"": ""the"", ""timed_overlap"": 5, ""column_overlap"": 6}, {""word"": ""world"", ""timed_overlap"": 3, ""column_overlap"": 3}, {""word"": ""Spirit"", ""timed_overlap"": 2, ""column_overlap"": 3}, {""word"": ""Puck"", ""timed_overlap"": 2, ""column_overlap"": 3}, {""word"": ""value"", ""timed_overlap"": 2, ""column_overlap"": 2}]",completed,19,10,47
100,23,proximal-replay,4,motionless,axe,91,91,91,,5,6,53,"[{""word"": ""axe"", ""timed_overlap"": 5, ""column_overlap"": 6}, {""word"": ""Frank"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": ""bear"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": ""torrents"", ""timed_overlap"": 1, ""column_overlap"": 3}, {""word"": ""Lucinda"", ""timed_overlap"": 1, ""column_overlap"": 3}]",completed,55,10,27
100,24,proximal-replay,1,might,might,12,12,12,,8,8,31,"[{""word"": ""might"", ""timed_overlap"": 8, ""column_overlap"": 8}, {""word"": ""thrifty"", ""timed_overlap"": 1, ""column_overlap"": 5}, {""word"": "";"", ""timed_overlap"": 1, ""column_overlap"": 4}, {""word"": ""drug-vendor"", ""timed_overlap"": 1, ""column_overlap"": 3}, {""word"": ""heated"", ""timed_overlap"": 1, ""column_overlap"": 3}]",completed,10,10,19
100,24,proximal-replay,2,fall,fall,20,20,20,,9,9,45,"[{""word"": ""fall"", ""timed_overlap"": 9, ""column_overlap"": 9}, {""word"": ""'s"", ""timed_overlap"": 2, ""column_overlap"": 3}, {""word"": ""me"", ""timed_overlap"": 1, ""column_overlap"": 4}, {""word"": ""made"", ""timed_overlap"": 1, ""column_overlap"": 4}, {""word"": ""may"", ""timed_overlap"": 1, ""column_overlap"": 4}]",completed,28,10,10
100,24,proximal-replay,3,on,on,30,30,30,,8,8,55,"[{""word"": ""on"", ""timed_overlap"": 8, ""column_overlap"": 8}, {""word"": ""dear"", ""timed_overlap"": 1, ""column_overlap"": 4}, {""word"": ""let"", ""timed_overlap"": 1, ""column_overlap"": 4}, {""word"": ""coming"", ""timed_overlap"": 1, ""column_overlap"": 3}, {""word"": ""chance"", ""timed_overlap"": 1, ""column_overlap"": 3}]",completed,19,10,19
100,24,proximal-replay,4,that,that,53,53,53,,8,8,41,"[{""word"": ""that"", ""timed_overlap"": 8, ""column_overlap"": 8}, {""word"": ""her"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": ""Kindly"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": ""value"", ""timed_overlap"": 1, ""column_overlap"": 3}, {""word"": ""Every"", ""timed_overlap"": 1, ""column_overlap"": 2}]",completed,28,10,0
100,25,proximal-replay,1,",",",",50,50,50,,6,7,39,"[{""word"": "","", ""timed_overlap"": 6, ""column_overlap"": 7}, {""word"": ""already"", ""timed_overlap"": 3, ""column_overlap"": 3}, {""word"": ""leafy"", ""timed_overlap"": 2, ""column_overlap"": 3}, {""word"": ""o"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": ""back"", ""timed_overlap"": 1, ""column_overlap"": 3}]",completed,64,10,36
100,25,proximal-replay,2,Aunt,than,96,96,96,,2,3,53,"[{""word"": ""than"", ""timed_overlap"": 2, ""column_overlap"": 3}, {""word"": ""but"", ""timed_overlap"": 2, ""column_overlap"": 3}, {""word"": ""when"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": ""easel"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": ""grown"", ""timed_overlap"": 2, ""column_overlap"": 2}]",completed,46,10,63
100,25,proximal-replay,3,Emmy,saw,61,61,61,,2,2,45,"[{""word"": ""saw"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": ""have"", ""timed_overlap"": 1, ""column_overlap"": 4}, {""word"": ""Look"", ""timed_overlap"": 1, ""column_overlap"": 3}, {""word"": ""two"", ""timed_overlap"": 1, ""column_overlap"": 3}, {""word"": ""doctor"", ""timed_overlap"": 1, ""column_overlap"": 3}]",completed,73,10,58
100,25,proximal-replay,4,",",was,53,53,53,,3,3,48,"[{""word"": ""was"", ""timed_overlap"": 3, ""column_overlap"": 3}, {""word"": ""word"", ""timed_overlap"": 2, ""column_overlap"": 3}, {""word"": ""see"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": ""present"", ""timed_overlap"": 1, ""column_overlap"": 4}, {""word"": ""His"", ""timed_overlap"": 1, ""column_overlap"": 4}]",completed,64,10,37
100,26,proximal-replay,1,good,good,35,35,35,,7,7,34,"[{""word"": ""good"", ""timed_overlap"": 7, ""column_overlap"": 7}, {""word"": ""face"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": ""nice"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": ""may"", ""timed_overlap"": 1, ""column_overlap"": 4}, {""word"": ""Bagheera"", ""timed_overlap"": 1, ""column_overlap"": 3}]",completed,19,10,18
100,26,proximal-replay,2,--,--,39,39,39,,7,7,45,"[{""word"": ""--"", ""timed_overlap"": 7, ""column_overlap"": 7}, {""word"": ""roar"", ""timed_overlap"": 1, ""column_overlap"": 4}, {""word"": ""o"", ""timed_overlap"": 1, ""column_overlap"": 4}, {""word"": ""been"", ""timed_overlap"": 1, ""column_overlap"": 4}, {""word"": ""old"", ""timed_overlap"": 1, ""column_overlap"": 4}]",completed,28,10,10
100,26,proximal-replay,3,that,that,39,39,39,,10,10,37,"[{""word"": ""that"", ""timed_overlap"": 10, ""column_overlap"": 10}, {""word"": ""look"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": ""pile"", ""timed_overlap"": 1, ""column_overlap"": 3}, {""word"": ""seen"", ""timed_overlap"": 1, ""column_overlap"": 3}, {""word"": ""a"", ""timed_overlap"": 1, ""column_overlap"": 2}]",completed,19,10,0
100,26,proximal-replay,4,there,there,10,10,10,,9,9,44,"[{""word"": ""there"", ""timed_overlap"": 9, ""column_overlap"": 9}, {""word"": ""no"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": ""amused"", ""timed_overlap"": 1, ""column_overlap"": 4}, {""word"": ""has"", ""timed_overlap"": 1, ""column_overlap"": 3}, {""word"": ""haste"", ""timed_overlap"": 1, ""column_overlap"": 3}]",completed,10,10,10
100,27,proximal-replay,1,great,moment,76,76,76,,4,4,51,"[{""word"": ""moment"", ""timed_overlap"": 4, ""column_overlap"": 4}, {""word"": ""great"", ""timed_overlap"": 3, ""column_overlap"": 3}, {""word"": ""value"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": ""Oh"", ""timed_overlap"": 1, ""column_overlap"": 4}, {""word"": ""opening"", ""timed_overlap"": 1, ""column_overlap"": 4}]",completed,55,10,29
100,27,proximal-replay,2,deal,before,20,20,20,,5,5,36,"[{""word"": ""before"", ""timed_overlap"": 5, ""column_overlap"": 5}, {""word"": ""In"", ""timed_overlap"": 1, ""column_overlap"": 4}, {""word"": ""."", ""timed_overlap"": 1, ""column_overlap"": 3}, {""word"": ""statelier"", ""timed_overlap"": 1, ""column_overlap"": 3}, {""word"": ""how"", ""timed_overlap"": 1, ""column_overlap"": 3}]",completed,37,10,30
100,27,proximal-replay,3,of,her,37,37,37,,7,7,54,"[{""word"": ""her"", ""timed_overlap"": 7, ""column_overlap"": 7}, {""word"": ""silver"", ""timed_overlap"": 2, ""column_overlap"": 3}, {""word"": ""For"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": ""did"", ""timed_overlap"": 1, ""column_overlap"": 4}, {""word"": ""teeth"", ""timed_overlap"": 1, ""column_overlap"": 4}]",completed,37,10,18
100,27,proximal-replay,4,common,face,43,43,43,,6,6,53,"[{""word"": ""face"", ""timed_overlap"": 6, ""column_overlap"": 6}, {""word"": ""more"", ""timed_overlap"": 2, ""column_overlap"": 4}, {""word"": ""to"", ""timed_overlap"": 2, ""column_overlap"": 4}, {""word"": ""man"", ""timed_overlap"": 2, ""column_overlap"": 3}, {""word"": ""For"", ""timed_overlap"": 2, ""column_overlap"": 2}]",completed,28,10,27
100,28,proximal-replay,1,",",",",49,49,49,,3,6,49,"[{""word"": "","", ""timed_overlap"": 3, ""column_overlap"": 6}, {""word"": ""heated"", ""timed_overlap"": 2, ""column_overlap"": 3}, {""word"": ""pay"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": ""pulled"", ""timed_overlap"": 1, ""column_overlap"": 3}, {""word"": ""chance"", ""timed_overlap"": 1, ""column_overlap"": 3}]",completed,28,10,54
100,28,proximal-replay,2,praised,snuff-box,98,98,98,,2,3,51,"[{""word"": ""snuff-box"", ""timed_overlap"": 2, ""column_overlap"": 3}, {""word"": ""have"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": ""found"", ""timed_overlap"": 1, ""column_overlap"": 5}, {""word"": ""To"", ""timed_overlap"": 1, ""column_overlap"": 3}, {""word"": ""months"", ""timed_overlap"": 1, ""column_overlap"": 3}]",completed,64,10,72
100,28,proximal-replay,3,be,was,43,43,43,,2,4,29,"[{""word"": ""was"", ""timed_overlap"": 2, ""column_overlap"": 4}, {""word"": "","", ""timed_overlap"": 2, ""column_overlap"": 3}, {""word"": ""Dick"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": ""''"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": ""does"", ""timed_overlap"": 2, ""column_overlap"": 2}]",completed,82,10,66
100,28,proximal-replay,4,the,on,86,86,86,,3,3,50,"[{""word"": ""on"", ""timed_overlap"": 3, ""column_overlap"": 3}, {""word"": ""for"", ""timed_overlap"": 2, ""column_overlap"": 3}, {""word"": ""let"", ""timed_overlap"": 2, ""column_overlap"": 3}, {""word"": ""n't"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": ""heated"", ""timed_overlap"": 2, ""column_overlap"": 2}]",completed,73,10,45
100,29,proximal-replay,1,",",",",15,15,15,,8,8,49,"[{""word"": "","", ""timed_overlap"": 8, ""column_overlap"": 8}, {""word"": ""leafy"", ""timed_overlap"": 2, ""column_overlap"": 3}, {""word"": ""already"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": ""Great"", ""timed_overlap"": 1, ""column_overlap"": 4}, {""word"": ""fish"", ""timed_overlap"": 1, ""column_overlap"": 3}]",completed,19,10,18
100,29,proximal-replay,2,for,and,85,85,85,,4,4,46,"[{""word"": ""and"", ""timed_overlap"": 4, ""column_overlap"": 4}, {""word"": ""I"", ""timed_overlap"": 2, ""column_overlap"": 3}, {""word"": ""able"", ""timed_overlap"": 2, ""column_overlap"": 3}, {""word"": ""too"", ""timed_overlap"": 2, ""column_overlap"": 3}, {""word"": ""Emmy"", ""timed_overlap"": 1, ""column_overlap"": 3}]",completed,28,10,36
100,29,proximal-replay,3,at,Gilbert,96,96,96,,2,3,40,"[{""word"": ""Gilbert"", ""timed_overlap"": 2, ""column_overlap"": 3}, {""word"": ""look"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": ""be"", ""timed_overlap"": 1, ""column_overlap"": 3}, {""word"": ""word"", ""timed_overlap"": 1, ""column_overlap"": 3}, {""word"": ""head"", ""timed_overlap"": 1, ""column_overlap"": 3}]",completed,46,10,54
100,29,proximal-replay,4,the,sustaining,71,71,71,,2,3,47,"[{""word"": ""sustaining"", ""timed_overlap"": 2, ""column_overlap"": 3}, {""word"": ""Gilbert"", ""timed_overlap"": 2, ""column_overlap"": 3}, {""word"": ""'em"", ""timed_overlap"": 1, ""column_overlap"": 4}, {""word"": ""And"", ""timed_overlap"": 1, ""column_overlap"": 3}, {""word"": ""course"", ""timed_overlap"": 1, ""column_overlap"": 3}]",completed,64,10,75
100,30,proximal-replay,1,try,try,43,43,43,,9,9,38,"[{""word"": ""try"", ""timed_overlap"": 9, ""column_overlap"": 9}, {""word"": ""Reddy"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": ""sensible"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": ""led"", ""timed_overlap"": 1, ""column_overlap"": 4}, {""word"": ""''"", ""timed_overlap"": 1, ""column_overlap"": 3}]",completed,46,10,10
100,30,proximal-replay,2,to,to,12,12,12,,9,9,50,"[{""word"": ""to"", ""timed_overlap"": 9, ""column_overlap"": 9}, {""word"": ""He"", ""timed_overlap"": 2, ""column_overlap"": 4}, {""word"": ""bear"", ""timed_overlap"": 2, ""column_overlap"": 3}, {""word"": ""Dear"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": ""Arts"", ""timed_overlap"": 2, ""column_overlap"": 2}]",completed,19,10,9
100,30,proximal-replay,3,save,save,70,70,70,,3,3,41,"[{""word"": ""save"", ""timed_overlap"": 3, ""column_overlap"": 3}, {""word"": ""pudding"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": ""axe"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": ""sustaining"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": ""not"", ""timed_overlap"": 1, ""column_overlap"": 3}]",completed,19,10,37
100,30,proximal-replay,4,her,silver,62,62,62,,2,2,38,"[{""word"": ""silver"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": ""her"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": ""heart"", ""timed_overlap"": 1, ""column_overlap"": 5}, {""word"": ""heated"", ""timed_overlap"": 1, ""column_overlap"": 3}, {""word"": ""'"", ""timed_overlap"": 1, ""column_overlap"": 3}]",completed,46,10,75
100,31,proximal-replay,1,'',and,93,93,93,,5,5,53,"[{""word"": ""and"", ""timed_overlap"": 5, ""column_overlap"": 5}, {""word"": ""I"", ""timed_overlap"": 2, ""column_overlap"": 4}, {""word"": ""can"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": ""only"", ""timed_overlap"": 1, ""column_overlap"": 4}, {""word"": ""For"", ""timed_overlap"": 1, ""column_overlap"": 3}]",completed,37,10,36
