diagnostic_only,offline_analysis_only,match_overlap_decomposition,uses_ground_truth_for_analysis_only,ground_truth_does_not_affect_matching,ground_truth_does_not_affect_prediction,ground_truth_does_not_affect_model,source_trace_does_not_affect_matching,source_trace_does_not_affect_learning,counterfactual_L_match_does_not_affect_model,context_variants_do_not_affect_model,uses_compensation,stream_label,actual_record_index,timestamp,field,encoded_column,encoded_value,observe_scenario,scenario_assignment_reason,previous_winner_count,previous_winner_unique_column_count,previous_winner_unique_neuron_count,predicted_cell_count,burst_cell_count,active_cell_count,winner_only_context_count,predicted_only_context_count,burst_only_context_count,predicted_and_burst_context_count,neuron_count,neurons_with_segments,existing_segment_count,existing_synapse_count,segment_age_mean,segment_age_max,segment_weight_sum_mean,segment_overlap_max,segment_overlap_mean,segment_overlap_median,segments_overlap_0,segments_overlap_1,segments_overlap_2,segments_overlap_3,segments_overlap_4_or_more,segments_meeting_L_match,eligible_matching_segments,best_matching_segment_id,best_matching_neuron,best_matching_overlap,L_match,gap_to_L_match,matching_ambiguity_count,multiple_segments_meet_L_match,multiple_neurons_meet_L_match,best_segment_source_count,best_segment_source_active_count,best_segment_source_retention,best_segment_creation_current_jaccard,best_segment_current_context_jaccard,selected_winner_neuron,selected_segment_id,reinforced_segment_id,created_segment_id,created_new_segment,selected_existing_segment,reference_applicability
True,True,True,True,True,True,True,True,True,True,True,False,original,12,2014-07-01 06:00:00,weekday,2,1.0,scenario2,MATCHING_SEGMENT_FOUND,30,30,17,6,768,774,30,6,768,0,32,1,1,208,1.0,1,131.54,23,23.0,23.0,0,0,0,0,1,1,1,62de03d338e81fffb1fe886b83637755e48f7109d103cb5c35e3be82a6942085,15,23,4,0,1,False,False,208,53,0.2548076923076923,0.012594458438287154,0.05705059203444564,15,62de03d338e81fffb1fe886b83637755e48f7109d103cb5c35e3be82a6942085,62de03d338e81fffb1fe886b83637755e48f7109d103cb5c35e3be82a6942085,,False,True,PREEXISTING
True,True,True,True,True,True,True,True,True,True,True,False,original,12,2014-07-01 06:00:00,weekday,7,1.0,scenario2,MATCHING_SEGMENT_FOUND,30,30,17,6,768,774,30,6,768,0,32,1,1,208,3.0,3,131.48,23,23.0,23.0,0,0,0,0,1,1,1,82cd778248b58abce2dd437ff3430d422a5f31f0857456cb0806c4bbf75c2f84,1,23,4,0,1,False,False,208,53,0.2548076923076923,0.012594458438287154,0.05705059203444564,1,82cd778248b58abce2dd437ff3430d422a5f31f0857456cb0806c4bbf75c2f84,82cd778248b58abce2dd437ff3430d422a5f31f0857456cb0806c4bbf75c2f84,,False,True,PREEXISTING
True,True,True,True,True,True,True,True,True,True,True,False,original,12,2014-07-01 06:00:00,weekday,1,1.0,scenario2,MATCHING_SEGMENT_FOUND,30,30,17,6,768,774,30,6,768,0,32,1,1,208,3.0,3,131.48,23,23.0,23.0,0,0,0,0,1,1,1,096eb71f46b469fc4f1cc7d4ed984088c225a66b3cfbaad900f9fc8fd6e6985c,15,23,4,0,1,False,False,208,53,0.2548076923076923,0.012594458438287154,0.05705059203444564,15,096eb71f46b469fc4f1cc7d4ed984088c225a66b3cfbaad900f9fc8fd6e6985c,096eb71f46b469fc4f1cc7d4ed984088c225a66b3cfbaad900f9fc8fd6e6985c,,False,True,PREEXISTING
True,True,True,True,True,True,True,True,True,True,True,False,original,12,2014-07-01 06:00:00,weekday,8,1.0,scenario2,MATCHING_SEGMENT_FOUND,30,30,17,6,768,774,30,6,768,0,32,1,1,208,4.0,4,131.35999999999999,23,23.0,23.0,0,0,0,0,1,1,1,8707a46b07890e9f3d4b42af5e0aab7361dc144e7986f25d90e421a33089bd83,29,23,4,0,1,False,False,208,53,0.2548076923076923,0.012594458438287154,0.05705059203444564,29,8707a46b07890e9f3d4b42af5e0aab7361dc144e7986f25d90e421a33089bd83,8707a46b07890e9f3d4b42af5e0aab7361dc144e7986f25d90e421a33089bd83,,False,True,PREEXISTING
True,True,True,True,True,True,True,True,True,True,True,False,original,12,2014-07-01 06:00:00,weekday,0,1.0,scenario2,MATCHING_SEGMENT_FOUND,30,30,17,6,768,774,30,6,768,0,32,1,1,208,4.0,4,131.35,23,23.0,23.0,0,0,0,0,1,1,1,b8ff4e0cd1bf15ed47968cde6ad2530bfe3d56b991c289d66df5ed3a4ea01ca1,4,23,4,0,1,False,False,208,53,0.2548076923076923,0.012594458438287154,0.05705059203444564,4,b8ff4e0cd1bf15ed47968cde6ad2530bfe3d56b991c289d66df5ed3a4ea01ca1,b8ff4e0cd1bf15ed47968cde6ad2530bfe3d56b991c289d66df5ed3a4ea01ca1,,False,True,PREEXISTING
True,True,True,True,True,True,True,True,True,True,True,False,original,12,2014-07-01 06:00:00,weekday,9,1.0,scenario2,MATCHING_SEGMENT_FOUND,30,30,17,6,768,774,30,6,768,0,32,1,1,208,4.0,4,131.35,23,23.0,23.0,0,0,0,0,1,1,1,1928f40ce31bf6bd47fb15c046e5d7db5c6f2744acdbf86090d49adc6860aaca,19,23,4,0,1,False,False,208,53,0.2548076923076923,0.012594458438287154,0.05705059203444564,19,1928f40ce31bf6bd47fb15c046e5d7db5c6f2744acdbf86090d49adc6860aaca,1928f40ce31bf6bd47fb15c046e5d7db5c6f2744acdbf86090d49adc6860aaca,,False,True,PREEXISTING
True,True,True,True,True,True,True,True,True,True,True,False,original,12,2014-07-01 06:00:00,time,44,12.0,scenario3,EXISTING_SEGMENTS_BELOW_L_MATCH,30,30,17,6,768,774,30,6,768,0,32,2,2,60,1.5,2,12.485,1,0.5,0.5,1,1,0,0,0,0,0,cbbe2cae7694d3de9c455c617983a571cc5153a7c94daaeb7b053dfb987507ef,5,1,4,3,0,False,False,30,15,0.5,0.019011406844106463,0.019011406844106463,29,e8985af7b4c48074488d7dac9675fe1b06fe25b44224fb23be3b0fa0c4b057ef,,e8985af7b4c48074488d7dac9675fe1b06fe25b44224fb23be3b0fa0c4b057ef,True,False,POST_OBSERVATION_CREATED
True,True,True,True,True,True,True,True,True,True,True,False,original,12,2014-07-01 06:00:00,time,45,12.0,scenario1,CORRECTLY_PREDICTED_CELL_AVAILABLE,30,30,17,6,768,774,30,6,768,0,32,2,2,60,1.0,2,13.66,1,0.5,0.5,1,1,0,0,0,0,0,b8bbc5f66129bff160e17bbaa78afb7edf5152318dd0c7238958a4fb15959c96,28,1,4,3,0,False,False,30,17,0.5666666666666667,0.021601016518424398,0.021601016518424398,28,b8bbc5f66129bff160e17bbaa78afb7edf5152318dd0c7238958a4fb15959c96,b8bbc5f66129bff160e17bbaa78afb7edf5152318dd0c7238958a4fb15959c96,,False,True,PREEXISTING
True,True,True,True,True,True,True,True,True,True,True,False,original,12,2014-07-01 06:00:00,time,43,12.0,scenario2,MATCHING_SEGMENT_FOUND,30,30,17,6,768,774,30,6,768,0,32,4,4,120,0.75,2,14.379999999999999,4,1.5,1.0,1,2,0,0,1,1,1,e6b0f6d48547dabfb8c614cef462e04e92abd672a3dbf8e5be738a85d8613590,1,4,4,0,1,False,False,30,17,0.5666666666666667,0.021601016518424398,0.021601016518424398,1,e6b0f6d48547dabfb8c614cef462e04e92abd672a3dbf8e5be738a85d8613590,e6b0f6d48547dabfb8c614cef462e04e92abd672a3dbf8e5be738a85d8613590,,False,True,PREEXISTING
True,True,True,True,True,True,True,True,True,True,True,False,original,12,2014-07-01 06:00:00,time,46,12.0,scenario1,CORRECTLY_PREDICTED_CELL_AVAILABLE,30,30,17,6,768,774,30,6,768,0,32,1,1,30,1.0,1,12.200000000000001,1,1.0,1.0,0,1,0,0,0,0,0,4aef9e8f549c81aa439d07d34013701aaa45d8ec800d0be40a0844896e54c1e3,30,1,4,3,0,False,False,30,17,0.5666666666666667,0.021601016518424398,0.021601016518424398,30,4aef9e8f549c81aa439d07d34013701aaa45d8ec800d0be40a0844896e54c1e3,4aef9e8f549c81aa439d07d34013701aaa45d8ec800d0be40a0844896e54c1e3,,False,True,PREEXISTING
True,True,True,True,True,True,True,True,True,True,True,False,original,12,2014-07-01 06:00:00,time,42,12.0,scenario2,MATCHING_SEGMENT_FOUND,30,30,17,6,768,774,30,6,768,0,32,3,3,106,1.0,1,17.41,10,5.0,4.0,0,1,0,0,2,2,2,1de9b9edb765f2598aa8e0e8b8b10afd0c29f44da9712b0f1e7bd789369c4a6b,3,10,4,0,2,True,True,30,15,0.5,0.019011406844106463,0.019011406844106463,3,1de9b9edb765f2598aa8e0e8b8b10afd0c29f44da9712b0f1e7bd789369c4a6b,1de9b9edb765f2598aa8e0e8b8b10afd0c29f44da9712b0f1e7bd789369c4a6b,,False,True,PREEXISTING
True,True,True,True,True,True,True,True,True,True,True,False,original,12,2014-07-01 06:00:00,time,47,12.0,scenario1,CORRECTLY_PREDICTED_CELL_AVAILABLE,30,30,17,6,768,774,30,6,768,0,32,1,1,30,1.0,1,12.200000000000001,1,1.0,1.0,0,1,0,0,0,0,0,d01f2f3a623e37a5812c67a793f5bf274590bbcce2e2f1b47593300775cdf5ca,14,1,4,3,0,False,False,30,17,0.5666666666666667,0.021601016518424398,0.021601016518424398,14,d01f2f3a623e37a5812c67a793f5bf274590bbcce2e2f1b47593300775cdf5ca,d01f2f3a623e37a5812c67a793f5bf274590bbcce2e2f1b47593300775cdf5ca,,False,True,PREEXISTING
True,True,True,True,True,True,True,True,True,True,True,False,original,12,2014-07-01 06:00:00,time,41,12.0,scenario2,MATCHING_SEGMENT_FOUND,30,30,17,6,768,774,30,6,768,0,32,5,5,168,0.8,2,16.732,4,1.4,1.0,1,3,0,0,1,1,1,f7f545a3f0b6d36f93839957db2ee25e6b8e527152a9f50fa8f6bdf531c1bbc6,20,4,4,0,1,False,False,30,17,0.5666666666666667,0.021601016518424398,0.021601016518424398,20,f7f545a3f0b6d36f93839957db2ee25e6b8e527152a9f50fa8f6bdf531c1bbc6,f7f545a3f0b6d36f93839957db2ee25e6b8e527152a9f50fa8f6bdf531c1bbc6,,False,True,PREEXISTING
True,True,True,True,True,True,True,True,True,True,True,False,original,12,2014-07-01 06:00:00,time,48,12.0,scenario3,EXISTING_SEGMENTS_BELOW_L_MATCH,30,30,17,6,768,774,30,6,768,0,32,1,1,30,0.0,0,15.0,2,2.0,2.0,0,0,1,0,0,0,0,ba1ca700d07e7b9052e61e04a48f305369ae72065cdad063c1ba8a46f8216bce,5,2,4,2,0,False,False,30,17,0.5666666666666667,0.021601016518424398,0.021601016518424398,4,5b181baeb93d0b2e43c346ff29c3fef1a19c62c87637683157b510f184a8e483,,5b181baeb93d0b2e43c346ff29c3fef1a19c62c87637683157b510f184a8e483,True,False,POST_OBSERVATION_CREATED
True,True,True,True,True,True,True,True,True,True,True,False,original,12,2014-07-01 06:00:00,time,40,12.0,scenario2,MATCHING_SEGMENT_FOUND,30,30,17,6,768,774,30,6,768,0,32,6,6,180,0.6666666666666666,2,14.476666666666667,4,1.1666666666666667,1.0,2,3,0,0,1,1,1,e4d73a5d02c5c14c5fab0366a598330e84433ad22b56bd96ebbf60b799bd9612,1,4,4,0,1,False,False,30,17,0.5666666666666667,0.021601016518424398,0.021601016518424398,1,e4d73a5d02c5c14c5fab0366a598330e84433ad22b56bd96ebbf60b799bd9612,e4d73a5d02c5c14c5fab0366a598330e84433ad22b56bd96ebbf60b799bd9612,,False,True,PREEXISTING
True,True,True,True,True,True,True,True,True,True,True,False,original,12,2014-07-01 06:00:00,time,49,12.0,scenario3,NO_EXISTING_SEGMENT_IN_COLUMN,30,30,17,6,768,774,30,6,768,0,32,0,0,0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,,,0,4,4,0,False,False,0,0,0.0,0.0,0.0,17,d852b95b11cf7d29fc40b5d505524fc1fd7256ed39d06c79bb1430e43aad3293,,d852b95b11cf7d29fc40b5d505524fc1fd7256ed39d06c79bb1430e43aad3293,True,False,POST_OBSERVATION_CREATED
True,True,True,True,True,True,True,True,True,True,True,False,original,12,2014-07-01 06:00:00,passenger,166,6526.0,scenario3,PREDICTED_TIME_INVALID,30,30,17,6,768,774,30,6,768,0,32,1,1,30,6.0,6,14.309999999999999,0,0.0,0.0,1,0,0,0,0,0,0,7b64f0ef6084414eb863e94ecb40a64f24ef5a190bfae76122ba42eb5bf79646,24,0,4,4,0,False,False,30,10,0.3333333333333333,0.012594458438287154,0.012594458438287154,10,45ff77a8700d70a40e587f87f9dd6c8ff584c4c92fc4a748f92d9eeb359186c8,,45ff77a8700d70a40e587f87f9dd6c8ff584c4c92fc4a748f92d9eeb359186c8,True,False,POST_OBSERVATION_CREATED
True,True,True,True,True,True,True,True,True,True,True,False,original,12,2014-07-01 06:00:00,passenger,167,6526.0,scenario3,PREDICTED_TIME_INVALID,30,30,17,6,768,774,30,6,768,0,32,1,1,30,7.0,7,14.209999999999999,0,0.0,0.0,1,0,0,0,0,0,0,dfac8af62abe694c22acd58999e714c68f08f3fbd24735926db2c9efcbad8886,3,0,4,4,0,False,False,30,10,0.3333333333333333,0.012594458438287154,0.012594458438287154,21,4acf5de6f6e229dd030b6a584a7cef7f18c05f5575d2bb3a7c55d8265b94850d,,4acf5de6f6e229dd030b6a584a7cef7f18c05f5575d2bb3a7c55d8265b94850d,True,False,POST_OBSERVATION_CREATED
True,True,True,True,True,True,True,True,True,True,True,False,original,12,2014-07-01 06:00:00,passenger,165,6526.0,scenario3,PREDICTED_TIME_INVALID,30,30,17,6,768,774,30,6,768,0,32,1,1,30,6.0,6,14.35,0,0.0,0.0,1,0,0,0,0,0,0,bf8b9eb630a9ac90bf53ebb8b46ce6760b5120da9208619c3cadfe93fe6df737,24,0,4,4,0,False,False,30,10,0.3333333333333333,0.012594458438287154,0.012594458438287154,19,1f380bebdcf6eb2f5114864d8026c0f89623b35888edbe4175704e8b27420679,,1f380bebdcf6eb2f5114864d8026c0f89623b35888edbe4175704e8b27420679,True,False,POST_OBSERVATION_CREATED
True,True,True,True,True,True,True,True,True,True,True,False,original,12,2014-07-01 06:00:00,passenger,168,6526.0,scenario3,NO_EXISTING_SEGMENT_IN_COLUMN,30,30,17,6,768,774,30,6,768,0,32,0,0,0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,,,0,4,4,0,False,False,0,0,0.0,0.0,0.0,12,8c96806efcb008f62318b96ac026559689623ff3035b522d6f60a4d150102a71,,8c96806efcb008f62318b96ac026559689623ff3035b522d6f60a4d150102a71,True,False,POST_OBSERVATION_CREATED
True,True,True,True,True,True,True,True,True,True,True,False,original,12,2014-07-01 06:00:00,passenger,164,6526.0,scenario3,EXISTING_SEGMENTS_BELOW_L_MATCH,30,30,17,6,768,774,30,6,768,0,32,1,1,30,6.0,6,14.389999999999999,0,0.0,0.0,1,0,0,0,0,0,0,1d51755289169f146f58e130dcec459b16d08b7287789a30fcf8a48946497db9,15,0,4,4,0,False,False,30,10,0.3333333333333333,0.012594458438287154,0.012594458438287154,3,20f8923bf7fcb65e2902df3c7a7e8242bd8ad42615169455c72a98276fca40b4,,20f8923bf7fcb65e2902df3c7a7e8242bd8ad42615169455c72a98276fca40b4,True,False,POST_OBSERVATION_CREATED
True,True,True,True,True,True,True,True,True,True,True,False,original,12,2014-07-01 06:00:00,passenger,169,6526.0,scenario3,NO_EXISTING_SEGMENT_IN_COLUMN,30,30,17,6,768,774,30,6,768,0,32,0,0,0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,,,0,4,4,0,False,False,0,0,0.0,0.0,0.0,16,034cc06c63e190d3a74bbb014848b1d5b4d86a966e253bdba330631a496e339e,,034cc06c63e190d3a74bbb014848b1d5b4d86a966e253bdba330631a496e339e,True,False,POST_OBSERVATION_CREATED
True,True,True,True,True,True,True,True,True,True,True,False,original,12,2014-07-01 06:00:00,passenger,163,6526.0,scenario3,EXISTING_SEGMENTS_BELOW_L_MATCH,30,30,17,6,768,774,30,6,768,0,32,1,1,30,6.0,6,14.389999999999999,0,0.0,0.0,1,0,0,0,0,0,0,3d2ef9e08d69834c064a53fa2e227c9356e86de1804fe56bdf86d3a3f4790598,28,0,4,4,0,False,False,30,10,0.3333333333333333,0.012594458438287154,0.012594458438287154,18,1dc5e7a9633d89aec7b4e3fc79c00a0ba6257627e19a0aad3908c43a12d13a9d,,1dc5e7a9633d89aec7b4e3fc79c00a0ba6257627e19a0aad3908c43a12d13a9d,True,False,POST_OBSERVATION_CREATED
True,True,True,True,True,True,True,True,True,True,True,False,original,12,2014-07-01 06:00:00,passenger,170,6526.0,scenario3,NO_EXISTING_SEGMENT_IN_COLUMN,30,30,17,6,768,774,30,6,768,0,32,0,0,0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,,,0,4,4,0,False,False,0,0,0.0,0.0,0.0,24,a79ef3f9068a503e933de6ae1d4fad6c2cce5a75492c7cf4d1018d91277f92f6,,a79ef3f9068a503e933de6ae1d4fad6c2cce5a75492c7cf4d1018d91277f92f6,True,False,POST_OBSERVATION_CREATED
True,True,True,True,True,True,True,True,True,True,True,False,original,12,2014-07-01 06:00:00,passenger,162,6526.0,scenario3,EXISTING_SEGMENTS_BELOW_L_MATCH,30,30,17,6,768,774,30,6,768,0,32,1,1,30,5.0,5,14.5,0,0.0,0.0,1,0,0,0,0,0,0,4dd7172c070778fbff164548db2dd5913db414a7554704430069dc46d845858f,17,0,4,4,0,False,False,30,10,0.3333333333333333,0.012594458438287154,0.012594458438287154,30,c2d4a2ac335c474d45b62bae6026c07bf0f39118f43fe1f3da04302fb0edfaa6,,c2d4a2ac335c474d45b62bae6026c07bf0f39118f43fe1f3da04302fb0edfaa6,True,False,POST_OBSERVATION_CREATED
True,True,True,True,True,True,True,True,True,True,True,False,original,12,2014-07-01 06:00:00,passenger,171,6526.0,scenario3,NO_EXISTING_SEGMENT_IN_COLUMN,30,30,17,6,768,774,30,6,768,0,32,0,0,0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,,,0,4,4,0,False,False,0,0,0.0,0.0,0.0,27,4b91c5984408a67d579eebb4af8a0e80df03e6430239134496fb5cdc91aabe25,,4b91c5984408a67d579eebb4af8a0e80df03e6430239134496fb5cdc91aabe25,True,False,POST_OBSERVATION_CREATED
True,True,True,True,True,True,True,True,True,True,True,False,original,13,2014-07-01 06:30:00,weekday,4,1.0,scenario2,MATCHING_SEGMENT_FOUND,30,30,18,3,864,867,30,3,864,0,32,1,1,220,0.0,0,139.2,20,20.0,20.0,0,0,0,0,1,1,1,8aeed2abd0f847e0b8500715486ecfcc55670f2b3385c6aeb419a3a0678f1913,30,20,4,0,1,False,False,220,49,0.22272727272727272,0.011273957158962795,0.04720616570327553,30,8aeed2abd0f847e0b8500715486ecfcc55670f2b3385c6aeb419a3a0678f1913,8aeed2abd0f847e0b8500715486ecfcc55670f2b3385c6aeb419a3a0678f1913,,False,True,PREEXISTING
True,True,True,True,True,True,True,True,True,True,True,False,original,13,2014-07-01 06:30:00,weekday,5,1.0,scenario2,MATCHING_SEGMENT_FOUND,30,30,18,3,864,867,30,3,864,0,32,1,1,220,0.0,0,139.2,20,20.0,20.0,0,0,0,0,1,1,1,64080601c3be5fe7030e7eb69924a6cafe76e2b467b4a5630a9f7de522aa39db,10,20,4,0,1,False,False,220,49,0.22272727272727272,0.011273957158962795,0.04720616570327553,10,64080601c3be5fe7030e7eb69924a6cafe76e2b467b4a5630a9f7de522aa39db,64080601c3be5fe7030e7eb69924a6cafe76e2b467b4a5630a9f7de522aa39db,,False,True,PREEXISTING
True,True,True,True,True,True,True,True,True,True,True,False,original,13,2014-07-01 06:30:00,weekday,3,1.0,scenario2,MATCHING_SEGMENT_FOUND,30,30,18,3,864,867,30,3,864,0,32,1,1,220,1.0,1,139.16,20,20.0,20.0,0,0,0,0,1,1,1,69f0cb4491a1fd577b6c1af78119fa843dac41862a4e9483fd3c8e414791a45f,4,20,4,0,1,False,False,220,49,0.22272727272727272,0.011273957158962795,0.04720616570327553,4,69f0cb4491a1fd577b6c1af78119fa843dac41862a4e9483fd3c8e414791a45f,69f0cb4491a1fd577b6c1af78119fa843dac41862a4e9483fd3c8e414791a45f,,False,True,PREEXISTING
True,True,True,True,True,True,True,True,True,True,True,False,original,13,2014-07-01 06:30:00,weekday,6,1.0,scenario2,MATCHING_SEGMENT_FOUND,30,30,18,3,864,867,30,3,864,0,32,1,1,220,1.0,1,139.14,20,20.0,20.0,0,0,0,0,1,1,1,d0ca4df7b4ef8ef8330fc3c3fb6df6da237f2c8759fa1a08b551c3b0267a5cc1,29,20,4,0,1,False,False,220,49,0.22272727272727272,0.011273957158962795,0.04720616570327553,29,d0ca4df7b4ef8ef8330fc3c3fb6df6da237f2c8759fa1a08b551c3b0267a5cc1,d0ca4df7b4ef8ef8330fc3c3fb6df6da237f2c8759fa1a08b551c3b0267a5cc1,,False,True,PREEXISTING
True,True,True,True,True,True,True,True,True,True,True,False,original,13,2014-07-01 06:30:00,weekday,2,1.0,scenario2,MATCHING_SEGMENT_FOUND,30,30,18,3,864,867,30,3,864,0,32,1,1,220,1.0,1,139.14,20,20.0,20.0,0,0,0,0,1,1,1,62de03d338e81fffb1fe886b83637755e48f7109d103cb5c35e3be82a6942085,15,20,4,0,1,False,False,220,49,0.22272727272727272,0.011273957158962795,0.04720616570327553,15,62de03d338e81fffb1fe886b83637755e48f7109d103cb5c35e3be82a6942085,62de03d338e81fffb1fe886b83637755e48f7109d103cb5c35e3be82a6942085,,False,True,PREEXISTING
True,True,True,True,True,True,True,True,True,True,True,False,original,13,2014-07-01 06:30:00,weekday,7,1.0,scenario2,MATCHING_SEGMENT_FOUND,30,30,18,3,864,867,30,3,864,0,32,1,1,220,3.0,3,139.07999999999998,20,20.0,20.0,0,0,0,0,1,1,1,82cd778248b58abce2dd437ff3430d422a5f31f0857456cb0806c4bbf75c2f84,1,20,4,0,1,False,False,220,49,0.22272727272727272,0.011273957158962795,0.04720616570327553,1,82cd778248b58abce2dd437ff3430d422a5f31f0857456cb0806c4bbf75c2f84,82cd778248b58abce2dd437ff3430d422a5f31f0857456cb0806c4bbf75c2f84,,False,True,PREEXISTING
True,True,True,True,True,True,True,True,True,True,True,False,original,13,2014-07-01 06:30:00,weekday,1,1.0,scenario2,MATCHING_SEGMENT_FOUND,30,30,18,3,864,867,30,3,864,0,32,1,1,220,3.0,3,139.07999999999998,20,20.0,20.0,0,0,0,0,1,1,1,096eb71f46b469fc4f1cc7d4ed984088c225a66b3cfbaad900f9fc8fd6e6985c,15,20,4,0,1,False,False,220,49,0.22272727272727272,0.011273957158962795,0.04720616570327553,15,096eb71f46b469fc4f1cc7d4ed984088c225a66b3cfbaad900f9fc8fd6e6985c,096eb71f46b469fc4f1cc7d4ed984088c225a66b3cfbaad900f9fc8fd6e6985c,,False,True,PREEXISTING
True,True,True,True,True,True,True,True,True,True,True,False,original,13,2014-07-01 06:30:00,weekday,8,1.0,scenario2,MATCHING_SEGMENT_FOUND,30,30,18,3,864,867,30,3,864,0,32,1,1,220,4.0,4,138.93,20,20.0,20.0,0,0,0,0,1,1,1,8707a46b07890e9f3d4b42af5e0aab7361dc144e7986f25d90e421a33089bd83,29,20,4,0,1,False,False,220,49,0.22272727272727272,0.011273957158962795,0.04720616570327553,29,8707a46b07890e9f3d4b42af5e0aab7361dc144e7986f25d90e421a33089bd83,8707a46b07890e9f3d4b42af5e0aab7361dc144e7986f25d90e421a33089bd83,,False,True,PREEXISTING
True,True,True,True,True,True,True,True,True,True,True,False,original,13,2014-07-01 06:30:00,weekday,0,1.0,scenario2,MATCHING_SEGMENT_FOUND,30,30,18,3,864,867,30,3,864,0,32,1,1,220,4.0,4,138.92,20,20.0,20.0,0,0,0,0,1,1,1,b8ff4e0cd1bf15ed47968cde6ad2530bfe3d56b991c289d66df5ed3a4ea01ca1,4,20,4,0,1,False,False,220,49,0.22272727272727272,0.011273957158962795,0.04720616570327553,4,b8ff4e0cd1bf15ed47968cde6ad2530bfe3d56b991c289d66df5ed3a4ea01ca1,b8ff4e0cd1bf15ed47968cde6ad2530bfe3d56b991c289d66df5ed3a4ea01ca1,,False,True,PREEXISTING
True,True,True,True,True,True,True,True,True,True,True,False,original,13,2014-07-01 06:30:00,weekday,9,1.0,scenario2,MATCHING_SEGMENT_FOUND,30,30,18,3,864,867,30,3,864,0,32,1,1,220,4.0,4,138.92,20,20.0,20.0,0,0,0,0,1,1,1,1928f40ce31bf6bd47fb15c046e5d7db5c6f2744acdbf86090d49adc6860aaca,19,20,4,0,1,False,False,220,49,0.22272727272727272,0.011273957158962795,0.04720616570327553,19,1928f40ce31bf6bd47fb15c046e5d7db5c6f2744acdbf86090d49adc6860aaca,1928f40ce31bf6bd47fb15c046e5d7db5c6f2744acdbf86090d49adc6860aaca,,False,True,PREEXISTING
True,True,True,True,True,True,True,True,True,True,True,False,original,13,2014-07-01 06:30:00,time,46,13.0,scenario3,PREDICTED_TIME_INVALID,30,30,18,3,864,867,30,3,864,0,32,1,1,30,2.0,2,9.400000000000002,0,0.0,0.0,1,0,0,0,0,0,0,4aef9e8f549c81aa439d07d34013701aaa45d8ec800d0be40a0844896e54c1e3,30,0,4,4,0,False,False,30,15,0.5,0.017006802721088437,0.017006802721088437,21,ecdd95055f5c81c83cffd93b92e65240ffde4224f7497eaeafb10da6468b8f68,,ecdd95055f5c81c83cffd93b92e65240ffde4224f7497eaeafb10da6468b8f68,True,False,POST_OBSERVATION_CREATED
True,True,True,True,True,True,True,True,True,True,True,False,original,13,2014-07-01 06:30:00,time,45,13.0,scenario3,EXISTING_SEGMENTS_BELOW_L_MATCH,30,30,18,3,864,867,30,3,864,0,32,2,2,60,1.5,2,12.260000000000002,0,0.0,0.0,2,0,0,0,0,0,0,29a21ddd0852be1af15a00406383ebd663b1779770808345e3c697a2f875da6c,14,0,4,4,0,False,False,30,15,0.5,0.017006802721088437,0.017006802721088437,30,aa0c79103b3ed680a18bbc3e8efa116725c76ab0ee549cc3412876514c2ca586,,aa0c79103b3ed680a18bbc3e8efa116725c76ab0ee549cc3412876514c2ca586,True,False,POST_OBSERVATION_CREATED
True,True,True,True,True,True,True,True,True,True,True,False,original,13,2014-07-01 06:30:00,time,47,13.0,scenario3,PREDICTED_TIME_INVALID,30,30,18,3,864,867,30,3,864,0,32,1,1,30,2.0,2,9.400000000000002,0,0.0,0.0,1,0,0,0,0,0,0,d01f2f3a623e37a5812c67a793f5bf274590bbcce2e2f1b47593300775cdf5ca,14,0,4,4,0,False,False,30,15,0.5,0.017006802721088437,0.017006802721088437,16,1d6aceb15e1eb3c57c244b3dd8a92f8fa98616dc132bdc672777483c3964faec,,1d6aceb15e1eb3c57c244b3dd8a92f8fa98616dc132bdc672777483c3964faec,True,False,POST_OBSERVATION_CREATED
True,True,True,True,True,True,True,True,True,True,True,False,original,13,2014-07-01 06:30:00,time,44,13.0,scenario3,EXISTING_SEGMENTS_BELOW_L_MATCH,30,30,18,3,864,867,30,3,864,0,32,3,3,90,1.3333333333333333,2,13.290000000000001,0,0.0,0.0,3,0,0,0,0,0,0,e8985af7b4c48074488d7dac9675fe1b06fe25b44224fb23be3b0fa0c4b057ef,29,0,4,4,0,False,False,30,15,0.5,0.017006802721088437,0.017006802721088437,19,68816565b037cbe91e91bdb143bd7c0ba21d851186340e245d5a8c7a1a5941a8,,68816565b037cbe91e91bdb143bd7c0ba21d851186340e245d5a8c7a1a5941a8,True,False,POST_OBSERVATION_CREATED
